,date,price_eur_mwh,demand,pv,wi,jg,jnwrb,temperature_c,wind_speed_ms,solar_wm2,co2_price_eur,hour,day_of_week,price_lag_24,res_share,hour_sin,hour_cos
4491,2025-01-04 03:00:00+00:00,,15566.855,0.0,7050.6235,7373.68125,11548.34775,-1.5,24.9,0.0,21.974611282348633,3,5,,0.45292536610638434,0.7071067811865475,0.7071067811865476
4492,2025-01-04 04:00:00+00:00,91.93,15839.391,0.0,6695.7455,7834.832,11252.44975,-1.9,23.8,0.0,21.974611282348633,4,5,68.0,0.4227274583978639,0.8660254037844386,0.5000000000000001
4493,2025-01-04 05:00:00+00:00,,16478.788500000002,0.0,6056.90275,8643.91625,10661.79,-2.1,21.4,0.0,21.974611282348633,5,5,97.53,0.3675575270597107,0.9659258262890683,0.25881904510252074
4494,2025-01-04 06:00:00+00:00,119.45,17250.346250000002,2.6652500000000003,5361.85325,9933.08225,10104.7415,-2.1,21.4,0.0,21.974611282348633,6,5,,0.31098033756858645,1.0,6.123233995736766e-17
4495,2025-01-04 07:00:00+00:00,128.39,18033.0055,178.51624999999999,4805.845,10663.754,9868.9195,-2.1,18.1,0.0,21.974611282348633,7,5,,0.27640213662664276,0.9659258262890683,-0.25881904510252063
4496,2025-01-04 08:00:00+00:00,130.75,19131.6075,957.879,4353.284,11039.201,10206.054,-2.1,16.5,47.0,21.974611282348633,8,5,,0.2776119570715634,0.8660254037844387,-0.49999999999999983
4497,2025-01-04 09:00:00+00:00,130.34,19720.323,2127.656,3643.324,11037.57,10657.883249999999,-1.7,16.9,142.0,21.974611282348633,9,5,,0.29264125136287067,0.7071067811865476,-0.7071067811865475
4498,2025-01-04 10:00:00+00:00,,19841.7905,2844.3995,3171.931,10686.9825,10927.219000000001,-1.3,17.8,212.0,21.974611282348633,10,5,73.93,0.30321510047190553,0.49999999999999994,-0.8660254037844387
4499,2025-01-04 11:00:00+00:00,130.03,19812.634250000003,3066.40775,2841.62525,10894.14375,10847.103,-1.1,17.1,243.0,21.974611282348633,11,5,,0.2981952286329618,0.258819045102521,-0.9659258262890682
4500,2025-01-04 12:00:00+00:00,,19959.91975,2440.9415,2745.14525,10679.39475,10121.6365,-0.9,16.3,229.0,21.974611282348633,12,5,92.99,0.2598250301081496,1.2246467991473532e-16,-1.0
4501,2025-01-04 13:00:00+00:00,137.36,19941.19375,1261.813,2743.62325,11198.10825,8948.003499999999,-2.4,11.0,174.0,21.974611282348633,13,5,94.02,0.20086241075712935,-0.2588190451025208,-0.9659258262890683
4502,2025-01-04 14:00:00+00:00,163.92,20174.097,248.77975,2970.3755,12261.198,8186.4845000000005,-3.2,9.0,86.0,21.974611282348633,14,5,,0.1595687405488335,-0.4999999999999998,-0.8660254037844388
